Specie;Directory;FileName;metadata_numero;metadata_especie;HierarchicalSubject
Meles meles;~/WI_speciesfolder/Meles meles;tejones (12) - copia.JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;tejones (13) - copia.JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;Tejon (432) - copia.JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;Tejon - copia (104).JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;tejon (429) - copia.JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;tejon (430) - copia.JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;tejon (428) - copia.JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;tejon (426) - copia.JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;tejon - copia (102).JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;tejon - copia (99).JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;tejon (423) - copia.JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;tejon (420) - copia.JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;tejon (416) - copia.JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;tejon (411) - copia.JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;tejon (408) - copia.JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;tejon (405) - copia.JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;tejon (403) - copia.JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;tejon (399) - copia.JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;tejon (398) - copia.JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;tejon (394) - copia.JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;tejon (392) - copia.JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;tejon (387) - copia.JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;tejon (386) - copia.JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;tejon (381) - copia.JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;tejon (379) - copia.JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;tejon (375) - copia.JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;tejon (372) - copia.JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;PICT0013_tejón - copia (2).JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;tejon (371) - copia.JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;tejon (370) - copia.JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;tejon (369) - copia.JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;tejon (368) - copia.JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;tejon (367) - copia.JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;tejon - copia (98).JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;PICT0145_Tejón - copia.JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;PICT0058_Tejón - copia.JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;Tejon - copia (97).JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;Tejon (366) - copia.JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;Tejon (365) - copia.JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;Tejon (364) - copia.JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;Tejon (362) - copia.JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;Tejon (363) - copia.JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;Tejon (360) - copia.JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;Tejon (361) - copia.JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;Tejon (359) - copia.JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;PICT0058_Tejón (4) - copia.JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;PICT0070__Tejón - copia (3).JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;PICT0232__Tejón.JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;PICT0277__Tejón - copia (3).JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;PICT0088_Tejón - copia.JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;LT.I901a Tejon 20.6.10 - copia (3).JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;tejon - copia (96).JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;tejon (357) - copia.JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;tejon (358) - copia.JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;tejon (355) - copia.JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;tejon (356) - copia.JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;tejon (347) - copia.JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;tejon (345) - copia.JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;tejon (346) - copia.JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;tejon (344) - copia.JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;tejon (343) - copia.JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;tejon (342) - copia.JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;tejon (340) - copia.JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;tejon (341) - copia.JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;tejon (339) - copia.JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;tejon (337) - copia.JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;tejon (338) - copia.JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;Tejon (333) - copia.JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;Tejon (331) - copia.JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;Tejon (332) - copia.JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;Tejon (329) - copia.JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;Tejon (330) - copia.JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;Tejon (328) - copia.JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;Tejon (327) - copia.JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;Tejon (326) - copia.JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;Tejon (323) - copia.JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;Tejon (324) - copia.JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;Tejon (322) - copia.JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;Tejon (320) - copia.JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;Tejon (321) - copia.JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;Tejon (319) - copia.JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;Tejon (317) - copia.JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;Tejon (318) - copia.JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;Tejon (316) - copia.JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;Tejon (315) - copia.JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;Tejon (313) - copia.JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;Tejon (314) - copia.JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;Tejon (312) - copia.JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;Tejon (310) - copia.JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;Tejon (311) - copia.JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;Tejon (308) - copia.JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;Tejon (309) - copia.JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;Tejon - copia (95).JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;tejon (305) - copia.JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;tejon (307) - copia.JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;tejon (304) - copia.JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;tejon (300) - copia.JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;tejon - copia (94).JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;Tejon (298) - copia.JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;Tejon (299) - copia.JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;Tejon (295) - copia.JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;Tejon (294) - copia.JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;Tejon (293) - copia.JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;Tejon (291) - copia.JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;Tejon (292) - copia.JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;Tejon (288) - copia.JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;Tejon (287) - copia.JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;Tejon - copia (93).JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;tejon - copia (92).JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;tejon (286) - copia.JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;tejon (285) - copia.JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;tejon (284) - copia.JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;tejon (283) - copia.JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;tejon (282) - copia.JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;tejon (281) - copia.JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;tejon (280) - copia.JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;Tejon - copia (91).JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;Tejon (279) - copia.JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;IM000007.JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;Ma45.2014.12.08 Tejon 1.1 - copia.JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;Tejon - copia (90).JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;I604 Tejón 7-2-11 (1.1).JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;I604 Tejon 19.3.11.JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;I803 Tejon 31.3.11 (1.1).JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;I603 Tejon 23.5.11.JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;Tejon - copia (89).JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;Tejon (277) - copia.JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;Tejon (278) - copia.JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;Tejon - copia (88).JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;tejon - copia (87).JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;tejon (276) - copia.JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;tejon (275) - copia.JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;tejon (274) - copia.JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;tejon (273) - copia.JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;tejon (272) - copia.JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;tejon (271) - copia.JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;tejon (270) - copia.JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;tejon (269) - copia.JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;tejon (268) - copia.JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;tejon (267) - copia.JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;tejon (266) - copia.JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;Tejon (265) - copia.JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;Tejon (264) - copia.JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;Tejon - copia (86).JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;Tejon (263) - copia.JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;Tejon - copia (85).JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;tejon (262) - copia.JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;tejon (261) - copia.JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;tejon (260) - copia.JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;tejon (259) - copia.JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;Tejon (258) - copia.JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;Tejon (257) - copia.JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;Tejon - copia (84).JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;Tejon (256) - copia.JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;Tejon (255) - copia.JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;Tejon - copia (83).JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;tejon (254) - copia.JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;tejon (253) - copia.JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;tejon - copia (82).JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;tejon - copia (81).JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;tejon (252) - copia.JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;tejon (251) - copia.JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;I525B Tejon 26.7.11 (1.1).JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;Tejon - copia (80).JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;Tejon - copia (79).JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;Tejon - copia (78).JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;Tejon (249) - copia.JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;Tejon (250) - copia.JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;Tejon (247) - copia.JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;Tejon (248) - copia.JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;Tejon (246) - copia.JPG;1;Meles_meles;numero|1, especie|tejon
